Exhaust CO₂ concentration (%),Flue gas flow rate (m³/h),Amine temperature (°C),Amine pressure (bar),Energy price (TND/kWh),Ambient humidity (%),Amine flow rate (L/min)
8.745401188473625,6851.329288386196,45.23411367471812,4.0181089826266945,0.352,58.59979391417964,42.402348101994605
14.50714306409916,10419.009473783583,44.939575981439994,4.390044191574117,0.352,70.27161646499931,37.41601414828639
12.31993941811405,13729.458358764083,58.12509161042073,2.751403696377497,0.352,68.00804648950796,41.60835312966327
10.986584841970366,12322.24886409561,44.99092399699012,3.874622298820997,0.352,37.69499523468868,52.1275314938511
6.560186404424365,13065.611478614497,45.43899452257262,3.715237949431246,0.352,37.462473487073694,47.9218570154577
6.559945203362027,11587.833667107174,55.187965248359276,4.498491130364814,0.352,43.40871838724567,44.780873903939394
5.580836121681995,11922.765645178524,48.9947968490108,4.718261181443782,0.352,48.05373631705186,42.85117457095609
13.661761457749352,13491.956515653193,55.534211139103625,2.0364703144321603,0.352,50.42277907042413,38.103031260721025
11.011150117432088,7496.680088591859,41.307323151287704,4.022059757176378,0.352,63.98486084166726,50.40683354491155
12.080725777960454,9894.249636431405,49.75142387346769,2.155507397359187,0.352,32.83402160829177,40.64678252194043
5.2058449429580245,7212.094418196022,40.672272003665654,3.6465759952320678,0.352,31.73363521130332,55.68140421710646
14.699098521619943,14876.68007996647,41.25306406910709,2.8628981871310346,0.352,49.59552814719545,53.091820647548545
13.324426408004218,14440.593396866132,58.12874906688822,2.9203297985664234,0.352,64.85818460689902,41.54472948939225
7.123391106782762,5394.268113685059,42.78490742235191,3.05887551035707,0.352,39.67176714782413,41.19525112076534
6.818249672071007,12055.751725156884,50.64841364550434,3.86387734714883,0.352,62.07522406281259,43.252131932066696
6.834045098534338,14252.483174156658,48.22191205201413,3.0021498970063076,0.352,42.991406897014976,43.00515587599056
8.042422429595376,6805.7534512733355,46.94686652517685,4.198097151770841,0.352,74.30430544067582,50.24094854656575
10.247564316322379,10679.452305526294,57.99666691374545,3.213582156721609,0.352,74.78449721333082,43.36361911924034
9.319450186421157,14154.882975880419,40.43646793550979,2.205059600929876,0.352,44.86436021406632,43.465650293934985
7.912291401980419,5339.459785857988,53.27579372351178,4.351279527452322,0.352,41.49968769816203,51.974526588849045
11.118528947223794,11974.2026724684,59.26788868427101,2.857274973778118,0.352,50.565198603311565,42.70610003944788
6.394938606520419,7973.4900737255075,51.203363669236836,3.298300638797788,0.352,42.026579259007434,45.91399710811697
7.921446485352181,14243.961953765303,58.73644924066184,4.0563316496657045,0.352,63.61919216458518,39.39251364373936
8.663618432936918,14710.582451653678,41.045157585720474,2.997368471446136,0.352,71.30323422741428,49.17385134696257
9.56069984217036,14442.66489113434,48.37586638148323,2.1697569684401468,0.352,63.65460654556085,46.44747851533518
12.851759613930136,9742.142166574638,45.203155819241026,3.121763141038441,0.352,71.21752236246748,37.86252554685768
6.996737821583597,13620.426509893134,54.61641929961459,4.833345748082911,0.352,49.84960811037371,53.78058057365557
10.142344384136116,13445.493985350704,59.62594180994493,3.9252031918956747,0.352,37.815848535443045,49.465873304284
10.924145688620424,8191.004732432557,45.13060124888496,4.014437446001621,0.352,66.89754736987962,44.7866667922026
5.4645041271999775,13289.154741506773,53.08349202948149,3.8968464609129194,0.352,48.02372525707769,37.071163869507956
11.075448519014383,5370.076347154926,43.9619526551948,2.5969764168783103,0.352,63.56354126145663,47.238542934900146
6.705241236872915,10962.698784820532,51.306605091432196,3.2550015923068405,0.352,43.53219709908828,43.190668618888374
5.650515929852795,7300.08837287703,49.27864973376673,4.252819395089954,0.352,34.06148174033363,44.6822809782599
14.488855372533333,6205.668857772788,59.44010659263074,2.304118692659477,0.352,79.62908977438818,43.454711415130035
14.656320330745594,5769.532016292092,52.170545453929336,2.833558328269137,0.352,37.81007539652997,47.62895454159735
13.08397348116461,11962.887758781399,46.99012744173638,2.828957325397561,0.352,79.42104969817404,54.337220417094755
8.046137691733707,8398.749637680661,42.28191569775867,3.296056782783518,0.352,78.86399662832235,48.49560551594543
5.976721140063839,12247.667715287615,43.02493657469869,4.941106222826555,0.352,69.69090519540198,41.235020624391375
11.842330265121568,5653.5634079894235,44.5063385990247,2.202507640051466,0.352,62.97114810409988,52.27479661005469
9.401524937396013,8152.903378306103,45.01933322680596,3.556102983141785,0.352,58.89035251255423,53.8734983802723
6.220382348447789,10394.912923753373,57.01232115682276,2.5380940460366315,0.352,73.30507726889174,55.87623632131747
9.951769101112703,12907.231648389636,51.2244557656505,4.912029636229232,0.352,44.4719760809744,40.502147693324524
5.343885211152184,8187.525029320699,50.46781822748733,2.3399105141823924,0.352,53.38406062424385,42.255440620291324
14.093204020787821,11258.91376437009,42.295377437384346,3.210803007084774,0.352,60.9694984683251,38.767920421775514
7.587799816000169,13859.777482361871,57.2027938669887,4.213654954503818,0.352,50.559523793474554,45.54168698987495
11.62522284353982,11158.631881823047,54.456286064169674,4.113663284082335,0.352,51.3743227045134,42.257381115315624
8.11711076089411,7329.594747536337,41.35336723800003,3.2681859106817965,0.352,46.51423337510422,55.35024186122452
10.200680211778108,5244.00781556538,54.15670194459537,3.039572503858155,0.352,58.2115908342268,38.46071423861713
10.467102793432797,13700.988739009299,50.87076434685292,3.192837135658612,0.352,72.5287264007558,36.82087435915297
6.848544555255271,5212.694108503872,41.634506914935564,2.7928287894759176,0.352,40.076418900315645,41.854403352915874
14.695846277645586,13747.016726841994,49.16601283057313,2.6159988161203995,0.352,76.72165193767208,37.56288283182988
12.751328233611146,10289.371340272119,49.69392574260094,3.44911909267667,0.352,64.45438268741148,50.04015320875761
14.394989415641891,14390.676985128961,43.31549080326552,2.805601268202822,0.352,71.1636606340015,39.00004864714774
13.948273504276488,12987.832357736654,58.913962940005646,2.8623849946917503,0.352,57.80953463150058,44.32971024335308
10.978999788110851,14979.341105333375,56.99950742961324,3.9702681904236714,0.352,68.97583507120316,34.17267133929607
14.218742350231167,8507.118154517102,53.380446746582166,4.905611995099677,0.352,30.81001986697336,45.11966135544088
5.884925020519195,12671.88288931127,49.24591122001215,3.810911601678125,0.352,70.91902123897677,51.96868578248338
6.959828624191452,9019.309136092423,48.23531083169017,2.2309384011948987,0.352,32.006942954268325,44.40117306794206
5.45227288910538,9798.756203039087,53.01946934301908,2.226750841562201,0.352,74.49566881814312,36.24397953067988
8.253303307632644,11275.054632183701,50.90863738813811,4.854269662536698,0.352,79.59813736193217,44.83646964914556
8.88677289689482,13736.771141863388,41.245462117637715,2.891872370922001,0.352,44.70337310883889,47.220684298488614
7.713490317738959,14840.834691992952,50.25005297540663,2.2762009582474265,0.352,40.51592781428968,45.93400870046105
13.287375091519294,12682.73413864518,56.128072344656786,3.7971337614511445,0.352,68.26816819290204,38.54522786284843
8.567533266935893,9177.667821673338,49.18479755193916,3.870946334870798,0.352,42.651317046012664,47.42345436935416
7.809345096873807,9213.570022770702,41.03913155108537,3.9455144603560646,0.352,73.27811915861017,33.070100497936416
10.426960831582484,12375.823015888915,55.72556398768066,2.802206083572624,0.352,35.142129607873834,40.06331792770387
6.409242249747626,7387.771457683024,44.02727564271949,2.045332052643425,0.352,36.29775981896791,40.66888915345159
13.021969807540398,6104.741131313946,45.172416697760774,4.895046108363416,0.352,78.95757775503077,51.26287913775169
5.745506436797708,8546.221576407766,43.29412706864592,2.7526791370733075,0.352,63.69194491350023,43.90905698612962
14.868869366005173,7872.3899165408175,46.60430129742995,4.028078864157642,0.352,72.34436122144764,41.22227009912644
12.722447692966574,7963.081204559901,55.1350301137727,4.119889609636129,0.352,46.2164688675759,39.78427711188728
6.987156815341724,7336.077510499099,50.387717190078746,3.830022251238457,0.352,63.82418747603022,43.90189660147486
5.055221171236024,5420.931896363619,44.097625483014255,2.9387221826409444,0.352,59.712091365429856,42.33815035677643
13.154614284548341,5178.739347334138,57.556601563040815,2.8132887612921973,0.352,60.15750600614735,39.70108500368378
12.068573438476172,14877.223897360316,57.591637099030585,3.7930048481081093,0.352,64.12662297688607,42.36247529992756
12.290071680409874,9277.731337358622,57.41156850092014,4.598286900835074,0.352,58.76795865645493,47.93658106386513
12.712703466859457,8843.266471596817,44.77592422763078,4.840201186770187,0.352,51.4531184651333,45.97592584452993
5.740446517340904,11796.472826930698,49.02478688361976,2.317717413211273,0.352,43.79613471902734,41.93579946939431
8.584657285442727,7182.538878650642,59.6997931228175,2.4644858377931596,0.352,68.4290665456601,50.64017009224348
6.158690595251297,14499.611839502253,55.44024952619981,4.834208776349239,0.352,41.313621500159314,36.096146644325934
13.631034258755935,12863.45014415552,40.543348424511194,4.2096056850043775,0.352,64.61771530772072,41.333673520985926
11.23298126827558,5894.1100231225955,41.30409182520984,4.648981474489319,0.352,41.66664113246633,52.04121859478385
8.308980248526492,9175.807757849285,49.27862753624666,2.6078979024060294,0.352,61.2665084977227,39.89916643041341
5.635583502860237,13791.183075621648,58.1844041172312,3.7627576133282057,0.352,67.35391335645144,39.53972558333455
8.109823217156622,14447.320222914102,50.77403595905429,4.103418783252421,0.352,40.93569444532696,41.08911800139121
8.251833220267471,9674.015112498697,49.956250160685805,4.040335656340918,0.352,32.997165043065415,43.00711240566291
12.29606178338064,11134.113892107078,42.10947399913261,3.2244550726000942,0.352,36.548687149708705,56.31426608893373
11.375574713552131,6670.339460920753,53.13560209448588,2.0461846750739254,0.352,60.29984836355128,46.72876465376419
13.872127425763265,14911.686261369765,56.44206321200451,3.7487781704127894,0.352,72.47232031128678,50.29592209731934
9.722149251619493,7316.717013834434,47.60840015015125,2.7593046175388265,0.352,32.24984106177122,37.1682063985991
6.1959424593830175,14427.317741351257,55.51223701850655,3.350762738428671,0.352,66.70756295208231,36.25460518038839
12.13244787222995,11496.466489923685,59.289533078016234,4.872743045251452,0.352,47.065932297502606,30.281458449468868
12.607850486168974,11077.367948788591,44.07532918255378,3.1971059529273043,0.352,53.92641849597612,43.80758073500415
10.612771975694962,10126.885110165087,50.466592623894826,4.51940481999328,0.352,76.44297749227829,50.590825010634966
12.70967179954561,7306.698117177587,45.74275916169151,2.565621817247753,0.352,46.59857523679227,48.730577807240934
